ID	run_id	guid
02-A10	20211229	G20211229_02-A10
02-A11	20211229	G20211229_02-A11
02-B1	20211229	G20211229_02-B1
02-B2	20211229	G20211229_02-B2
02-B3	20211229	G20211229_02-B3
02-B4	20211229	G20211229_02-B4
02-B5	20211229	G20211229_02-B5
02-B6	20211229	G20211229_02-B6
02-B7	20211229	G20211229_02-B7
02-B8	20211229	G20211229_02-B8
02-B9	20211229	G20211229_02-B9
02-B10	20211229	G20211229_02-B10
02-B11	20211229	G20211229_02-B11
02-C1	20211229	G20211229_02-C1
02-C2	20211229	G20211229_02-C2
02-C3	20211229	G20211229_02-C3
02-C4	20211229	G20211229_02-C4
02-C5	20211229	G20211229_02-C5
02-C6	20211229	G20211229_02-C6
02-C7	20211229	G20211229_02-C7
02-C8	20211229	G20211229_02-C8
02-C9	20211229	G20211229_02-C9
02-C10	20211229	G20211229_02-C10
02-C11	20211229	G20211229_02-C11
02-C12	20211229	G20211229_02-C12
02-D1	20211229	G20211229_02-D1
02-D2	20211229	G20211229_02-D2
02-D3	20211229	G20211229_02-D3
02-D4	20211229	G20211229_02-D4
02-D5	20211229	G20211229_02-D5
02-D6	20211229	G20211229_02-D6
02-D7	20211229	G20211229_02-D7
02-D8	20211229	G20211229_02-D8
02-D9	20211229	G20211229_02-D9
02-D10	20211229	G20211229_02-D10
02-D11	20211229	G20211229_02-D11
02-D12	20211229	G20211229_02-D12
02-E1	20211229	G20211229_02-E1
02-E2	20211229	G20211229_02-E2
02-E3	20211229	G20211229_02-E3
02-E4	20211229	G20211229_02-E4
02-E5	20211229	G20211229_02-E5
02-E6	20211229	G20211229_02-E6
02-E7	20211229	G20211229_02-E7
02-E8	20211229	G20211229_02-E8
02-E9	20211229	G20211229_02-E9
02-E10	20211229	G20211229_02-E10
02-E11	20211229	G20211229_02-E11
02-E12	20211229	G20211229_02-E12
02-F1	20211229	G20211229_02-F1
02-F2	20211229	G20211229_02-F2
02-F3	20211229	G20211229_02-F3
02-F4	20211229	G20211229_02-F4
02-F5	20211229	G20211229_02-F5
02-F6	20211229	G20211229_02-F6
02-F7	20211229	G20211229_02-F7
02-F8	20211229	G20211229_02-F8
02-F9	20211229	G20211229_02-F9
02-F10	20211229	G20211229_02-F10
02-F11	20211229	G20211229_02-F11
02-F12	20211229	G20211229_02-F12
02-G1	20211229	G20211229_02-G1
02-G2	20211229	G20211229_02-G2
02-G3	20211229	G20211229_02-G3
02-G4	20211229	G20211229_02-G4
02-G5	20211229	G20211229_02-G5
02-G6	20211229	G20211229_02-G6
02-G7	20211229	G20211229_02-G7
02-G8	20211229	G20211229_02-G8
02-G9	20211229	G20211229_02-G9
02-G10	20211229	G20211229_02-G10
02-G11	20211229	G20211229_02-G11
02-G12	20211229	G20211229_02-G12
02-H1	20211229	G20211229_02-H1
02-H2	20211229	G20211229_02-H2
02-H3	20211229	G20211229_02-H3
02-H4	20211229	G20211229_02-H4
02-H9	20211229	G20211229_02-H9
02-H10	20211229	G20211229_02-H10
02-H11	20211229	G20211229_02-H11
02-H12	20211229	G20211229_02-H12
03-A1	20211229	G20211229_03-A1
03-A2	20211229	G20211229_03-A2
03-A3	20211229	G20211229_03-A3
03-A5	20211229	G20211229_03-A5
03-A6	20211229	G20211229_03-A6
03-A7	20211229	G20211229_03-A7
03-A8	20211229	G20211229_03-A8
03-A9	20211229	G20211229_03-A9
03-A10	20211229	G20211229_03-A10
03-A11	20211229	G20211229_03-A11
03-A12	20211229	G20211229_03-A12
03-B1	20211229	G20211229_03-B1
03-B2	20211229	G20211229_03-B2
03-B4	20211229	G20211229_03-B4
03-B5	20211229	G20211229_03-B5
03-B6	20211229	G20211229_03-B6
03-B7	20211229	G20211229_03-B7
03-B8	20211229	G20211229_03-B8
03-B9	20211229	G20211229_03-B9
03-B10	20211229	G20211229_03-B10
03-B11	20211229	G20211229_03-B11
03-B12	20211229	G20211229_03-B12
03-C1	20211229	G20211229_03-C1
03-C2	20211229	G20211229_03-C2
03-C3	20211229	G20211229_03-C3
03-C4	20211229	G20211229_03-C4
03-C5	20211229	G20211229_03-C5
03-C6	20211229	G20211229_03-C6
03-C7	20211229	G20211229_03-C7
03-C8	20211229	G20211229_03-C8
03-C9	20211229	G20211229_03-C9
03-C10	20211229	G20211229_03-C10
03-C11	20211229	G20211229_03-C11
03-C12	20211229	G20211229_03-C12
03-D1	20211229	G20211229_03-D1
03-D2	20211229	G20211229_03-D2
03-D3	20211229	G20211229_03-D3
03-D4	20211229	G20211229_03-D4
03-D5	20211229	G20211229_03-D5
03-D6	20211229	G20211229_03-D6
03-D7	20211229	G20211229_03-D7
03-D8	20211229	G20211229_03-D8
03-D9	20211229	G20211229_03-D9
03-D10	20211229	G20211229_03-D10
03-D11	20211229	G20211229_03-D11
03-D12	20211229	G20211229_03-D12
03-E1	20211229	G20211229_03-E1
03-E2	20211229	G20211229_03-E2
03-E3	20211229	G20211229_03-E3
03-E4	20211229	G20211229_03-E4
03-E5	20211229	G20211229_03-E5
03-E6	20211229	G20211229_03-E6
03-E7	20211229	G20211229_03-E7
03-E8	20211229	G20211229_03-E8
03-E9	20211229	G20211229_03-E9
03-E10	20211229	G20211229_03-E10
03-E11	20211229	G20211229_03-E11
03-E12	20211229	G20211229_03-E12
03-F1	20211229	G20211229_03-F1
03-F2	20211229	G20211229_03-F2
03-F3	20211229	G20211229_03-F3
03-F4	20211229	G20211229_03-F4
03-F5	20211229	G20211229_03-F5
03-F6	20211229	G20211229_03-F6
03-F7	20211229	G20211229_03-F7
03-F8	20211229	G20211229_03-F8
03-F9	20211229	G20211229_03-F9
03-F10	20211229	G20211229_03-F10
03-F11	20211229	G20211229_03-F11
03-F12	20211229	G20211229_03-F12
03-G1	20211229	G20211229_03-G1
03-G2	20211229	G20211229_03-G2
03-G3	20211229	G20211229_03-G3
03-G4	20211229	G20211229_03-G4
03-G5	20211229	G20211229_03-G5
03-G6	20211229	G20211229_03-G6
03-G7	20211229	G20211229_03-G7
03-G8	20211229	G20211229_03-G8
03-G9	20211229	G20211229_03-G9
03-G10	20211229	G20211229_03-G10
03-G11	20211229	G20211229_03-G11
03-G12	20211229	G20211229_03-G12
03-H1	20211229	G20211229_03-H1
03-H2	20211229	G20211229_03-H2
03-H3	20211229	G20211229_03-H3
03-H4	20211229	G20211229_03-H4
03-H5	20211229	G20211229_03-H5
03-H6	20211229	G20211229_03-H6
03-H7	20211229	G20211229_03-H7
03-H10	20211229	G20211229_03-H10
03-H11	20211229	G20211229_03-H11
03-H12	20211229	G20211229_03-H12
04-A1	20211229	G20211229_04-A1
04-A2	20211229	G20211229_04-A2
04-A3	20211229	G20211229_04-A3
04-A4	20211229	G20211229_04-A4
04-A5	20211229	G20211229_04-A5
04-A6	20211229	G20211229_04-A6
04-A7	20211229	G20211229_04-A7
04-A8	20211229	G20211229_04-A8
04-A9	20211229	G20211229_04-A9
04-A10	20211229	G20211229_04-A10
04-A11	20211229	G20211229_04-A11
04-A12	20211229	G20211229_04-A12
04-B1	20211229	G20211229_04-B1
04-B2	20211229	G20211229_04-B2
04-B3	20211229	G20211229_04-B3
04-B4	20211229	G20211229_04-B4
04-B5	20211229	G20211229_04-B5
04-B6	20211229	G20211229_04-B6
04-B7	20211229	G20211229_04-B7
04-B8	20211229	G20211229_04-B8
04-B9	20211229	G20211229_04-B9
04-B10	20211229	G20211229_04-B10
04-B11	20211229	G20211229_04-B11
04-B12	20211229	G20211229_04-B12
04-C1	20211229	G20211229_04-C1
04-C2	20211229	G20211229_04-C2
04-C3	20211229	G20211229_04-C3
04-C4	20211229	G20211229_04-C4
04-C5	20211229	G20211229_04-C5
04-C6	20211229	G20211229_04-C6
04-C7	20211229	G20211229_04-C7
04-C8	20211229	G20211229_04-C8
04-C9	20211229	G20211229_04-C9
04-C10	20211229	G20211229_04-C10
04-C11	20211229	G20211229_04-C11
04-C12	20211229	G20211229_04-C12
04-D1	20211229	G20211229_04-D1
04-D2	20211229	G20211229_04-D2
04-D3	20211229	G20211229_04-D3
04-D4	20211229	G20211229_04-D4
04-D5	20211229	G20211229_04-D5
04-D6	20211229	G20211229_04-D6
04-D7	20211229	G20211229_04-D7
04-D8	20211229	G20211229_04-D8
04-D9	20211229	G20211229_04-D9
04-D10	20211229	G20211229_04-D10
04-D11	20211229	G20211229_04-D11
04-D12	20211229	G20211229_04-D12
04-E1	20211229	G20211229_04-E1
04-E2	20211229	G20211229_04-E2
04-E3	20211229	G20211229_04-E3
04-E4	20211229	G20211229_04-E4
04-E5	20211229	G20211229_04-E5
04-E6	20211229	G20211229_04-E6
04-E7	20211229	G20211229_04-E7
04-E10	20211229	G20211229_04-E10
04-E11	20211229	G20211229_04-E11
04-E12	20211229	G20211229_04-E12
04-F1	20211229	G20211229_04-F1
04-F2	20211229	G20211229_04-F2
04-F3	20211229	G20211229_04-F3
04-F4	20211229	G20211229_04-F4
04-F5	20211229	G20211229_04-F5
04-F6	20211229	G20211229_04-F6
04-F7	20211229	G20211229_04-F7
04-F8	20211229	G20211229_04-F8
04-F9	20211229	G20211229_04-F9
04-F10	20211229	G20211229_04-F10
04-F11	20211229	G20211229_04-F11
04-F12	20211229	G20211229_04-F12
04-G1	20211229	G20211229_04-G1
04-G2	20211229	G20211229_04-G2
04-G3	20211229	G20211229_04-G3
04-G4	20211229	G20211229_04-G4
04-G5	20211229	G20211229_04-G5
04-G6	20211229	G20211229_04-G6
04-G7	20211229	G20211229_04-G7
04-G8	20211229	G20211229_04-G8
04-G9	20211229	G20211229_04-G9
04-G10	20211229	G20211229_04-G10
04-G11	20211229	G20211229_04-G11
04-H1	20211229	G20211229_04-H1
04-H2	20211229	G20211229_04-H2
04-H3	20211229	G20211229_04-H3
04-H4	20211229	G20211229_04-H4
04-H5	20211229	G20211229_04-H5
04-H6	20211229	G20211229_04-H6
04-H7	20211229	G20211229_04-H7
04-H8	20211229	G20211229_04-H8
04-H9	20211229	G20211229_04-H9
04-H10	20211229	G20211229_04-H10
04-H11	20211229	G20211229_04-H11
05-A1	20211229	G20211229_05-A1
05-A2	20211229	G20211229_05-A2
05-A3	20211229	G20211229_05-A3
05-A4	20211229	G20211229_05-A4
05-A5	20211229	G20211229_05-A5
05-A6	20211229	G20211229_05-A6
05-A7	20211229	G20211229_05-A7
05-A8	20211229	G20211229_05-A8
05-A9	20211229	G20211229_05-A9
05-A10	20211229	G20211229_05-A10
05-A11	20211229	G20211229_05-A11
05-A12	20211229	G20211229_05-A12
05-B1	20211229	G20211229_05-B1
05-B2	20211229	G20211229_05-B2
05-B3	20211229	G20211229_05-B3
05-B4	20211229	G20211229_05-B4
05-B5	20211229	G20211229_05-B5
05-B6	20211229	G20211229_05-B6
05-B7	20211229	G20211229_05-B7
05-B8	20211229	G20211229_05-B8
05-B9	20211229	G20211229_05-B9
05-B10	20211229	G20211229_05-B10
05-B11	20211229	G20211229_05-B11
05-B12	20211229	G20211229_05-B12
05-C1	20211229	G20211229_05-C1
05-C2	20211229	G20211229_05-C2
05-C4	20211229	G20211229_05-C4
05-C5	20211229	G20211229_05-C5
05-C6	20211229	G20211229_05-C6
05-C7	20211229	G20211229_05-C7
05-C8	20211229	G20211229_05-C8
05-C9	20211229	G20211229_05-C9
05-C10	20211229	G20211229_05-C10
05-C11	20211229	G20211229_05-C11
05-C12	20211229	G20211229_05-C12
05-D1	20211229	G20211229_05-D1
05-D2	20211229	G20211229_05-D2
05-D4	20211229	G20211229_05-D4
05-D6	20211229	G20211229_05-D6
05-D7	20211229	G20211229_05-D7
05-D8	20211229	G20211229_05-D8
05-D9	20211229	G20211229_05-D9
05-D10	20211229	G20211229_05-D10
05-D11	20211229	G20211229_05-D11
05-D12	20211229	G20211229_05-D12
05-E2	20211229	G20211229_05-E2
05-E3	20211229	G20211229_05-E3
05-E4	20211229	G20211229_05-E4
05-E5	20211229	G20211229_05-E5
05-E6	20211229	G20211229_05-E6
05-E7	20211229	G20211229_05-E7
05-E8	20211229	G20211229_05-E8
05-E9	20211229	G20211229_05-E9
05-E10	20211229	G20211229_05-E10
05-E11	20211229	G20211229_05-E11
05-E12	20211229	G20211229_05-E12
05-F1	20211229	G20211229_05-F1
05-F2	20211229	G20211229_05-F2
05-F3	20211229	G20211229_05-F3
05-F4	20211229	G20211229_05-F4
05-F5	20211229	G20211229_05-F5
05-F6	20211229	G20211229_05-F6
05-F7	20211229	G20211229_05-F7
05-F8	20211229	G20211229_05-F8
05-F9	20211229	G20211229_05-F9
05-F10	20211229	G20211229_05-F10
05-F11	20211229	G20211229_05-F11
05-F12	20211229	G20211229_05-F12
05-G1	20211229	G20211229_05-G1
05-G2	20211229	G20211229_05-G2
05-G3	20211229	G20211229_05-G3
05-G4	20211229	G20211229_05-G4
05-G5	20211229	G20211229_05-G5
05-G6	20211229	G20211229_05-G6
05-G7	20211229	G20211229_05-G7
05-G8	20211229	G20211229_05-G8
05-G9	20211229	G20211229_05-G9
05-G10	20211229	G20211229_05-G10
05-G11	20211229	G20211229_05-G11
05-G12	20211229	G20211229_05-G12
05-H1	20211229	G20211229_05-H1
05-H2	20211229	G20211229_05-H2
05-H3	20211229	G20211229_05-H3
05-H4	20211229	G20211229_05-H4
05-H5	20211229	G20211229_05-H5
05-H6	20211229	G20211229_05-H6
05-H7	20211229	G20211229_05-H7
05-H8	20211229	G20211229_05-H8
05-H9	20211229	G20211229_05-H9
05-H10	20211229	G20211229_05-H10
05-H11	20211229	G20211229_05-H11
06-A1	20211229	G20211229_06-A1
06-A3	20211229	G20211229_06-A3
06-A4	20211229	G20211229_06-A4
06-A5	20211229	G20211229_06-A5
06-A6	20211229	G20211229_06-A6
06-A8	20211229	G20211229_06-A8
06-A9	20211229	G20211229_06-A9
06-A10	20211229	G20211229_06-A10
06-A11	20211229	G20211229_06-A11
06-A12	20211229	G20211229_06-A12
06-B1	20211229	G20211229_06-B1
06-B2	20211229	G20211229_06-B2
06-B3	20211229	G20211229_06-B3
06-B4	20211229	G20211229_06-B4
06-B5	20211229	G20211229_06-B5
06-B8	20211229	G20211229_06-B8
06-B10	20211229	G20211229_06-B10
06-B11	20211229	G20211229_06-B11
06-C1	20211229	G20211229_06-C1
06-C2	20211229	G20211229_06-C2
06-C3	20211229	G20211229_06-C3
06-C4	20211229	G20211229_06-C4
06-C5	20211229	G20211229_06-C5
06-C6	20211229	G20211229_06-C6
06-C7	20211229	G20211229_06-C7
06-C8	20211229	G20211229_06-C8
06-C9	20211229	G20211229_06-C9
06-C10	20211229	G20211229_06-C10
06-C11	20211229	G20211229_06-C11
06-C12	20211229	G20211229_06-C12
06-D1	20211229	G20211229_06-D1
06-D3	20211229	G20211229_06-D3
06-D4	20211229	G20211229_06-D4
06-D5	20211229	G20211229_06-D5
06-D6	20211229	G20211229_06-D6
06-D7	20211229	G20211229_06-D7
06-D8	20211229	G20211229_06-D8
06-D9	20211229	G20211229_06-D9
06-D10	20211229	G20211229_06-D10
06-D11	20211229	G20211229_06-D11
06-D12	20211229	G20211229_06-D12
06-E1	20211229	G20211229_06-E1
06-E2	20211229	G20211229_06-E2
06-E3	20211229	G20211229_06-E3
06-E4	20211229	G20211229_06-E4
06-E5	20211229	G20211229_06-E5
06-E6	20211229	G20211229_06-E6
06-E7	20211229	G20211229_06-E7
06-E8	20211229	G20211229_06-E8
06-E9	20211229	G20211229_06-E9
06-E10	20211229	G20211229_06-E10
06-E11	20211229	G20211229_06-E11
06-E12	20211229	G20211229_06-E12
06-F1	20211229	G20211229_06-F1
06-F2	20211229	G20211229_06-F2
06-F3	20211229	G20211229_06-F3
06-F4	20211229	G20211229_06-F4
06-F5	20211229	G20211229_06-F5
06-F6	20211229	G20211229_06-F6
06-F7	20211229	G20211229_06-F7
06-F8	20211229	G20211229_06-F8
06-F9	20211229	G20211229_06-F9
06-F10	20211229	G20211229_06-F10
06-F11	20211229	G20211229_06-F11
06-F12	20211229	G20211229_06-F12
06-G1	20211229	G20211229_06-G1
06-G2	20211229	G20211229_06-G2
06-G3	20211229	G20211229_06-G3
06-G4	20211229	G20211229_06-G4
06-G5	20211229	G20211229_06-G5
06-G6	20211229	G20211229_06-G6
06-G7	20211229	G20211229_06-G7
06-G8	20211229	G20211229_06-G8
06-G9	20211229	G20211229_06-G9
06-G10	20211229	G20211229_06-G10
06-G11	20211229	G20211229_06-G11
06-G12	20211229	G20211229_06-G12
06-H3	20211229	G20211229_06-H3
06-H4	20211229	G20211229_06-H4
06-H5	20211229	G20211229_06-H5
06-H6	20211229	G20211229_06-H6
06-H8	20211229	G20211229_06-H8
06-H9	20211229	G20211229_06-H9
07-A1	20211229	G20211229_07-A1
07-A2	20211229	G20211229_07-A2
07-A3	20211229	G20211229_07-A3
07-A4	20211229	G20211229_07-A4
07-A5	20211229	G20211229_07-A5
07-A6	20211229	G20211229_07-A6
07-A7	20211229	G20211229_07-A7
07-A8	20211229	G20211229_07-A8
07-A9	20211229	G20211229_07-A9
07-A10	20211229	G20211229_07-A10
07-A11	20211229	G20211229_07-A11
07-A12	20211229	G20211229_07-A12
07-B1	20211229	G20211229_07-B1
07-B2	20211229	G20211229_07-B2
07-B3	20211229	G20211229_07-B3
07-B4	20211229	G20211229_07-B4
07-B5	20211229	G20211229_07-B5
07-B6	20211229	G20211229_07-B6
07-B7	20211229	G20211229_07-B7
07-B8	20211229	G20211229_07-B8
07-B9	20211229	G20211229_07-B9
07-B10	20211229	G20211229_07-B10
07-B11	20211229	G20211229_07-B11
07-B12	20211229	G20211229_07-B12
07-C1	20211229	G20211229_07-C1
07-C2	20211229	G20211229_07-C2
07-C3	20211229	G20211229_07-C3
07-C4	20211229	G20211229_07-C4
07-C5	20211229	G20211229_07-C5
07-C6	20211229	G20211229_07-C6
07-C7	20211229	G20211229_07-C7
07-C8	20211229	G20211229_07-C8
07-C9	20211229	G20211229_07-C9
07-C10	20211229	G20211229_07-C10
07-C11	20211229	G20211229_07-C11
07-C12	20211229	G20211229_07-C12
07-D1	20211229	G20211229_07-D1
07-D2	20211229	G20211229_07-D2
07-D3	20211229	G20211229_07-D3
07-D4	20211229	G20211229_07-D4
07-D5	20211229	G20211229_07-D5
07-D6	20211229	G20211229_07-D6
07-D7	20211229	G20211229_07-D7
07-D8	20211229	G20211229_07-D8
07-D9	20211229	G20211229_07-D9
07-D10	20211229	G20211229_07-D10
07-D11	20211229	G20211229_07-D11
07-D12	20211229	G20211229_07-D12
07-E1	20211229	G20211229_07-E1
07-E2	20211229	G20211229_07-E2
07-E3	20211229	G20211229_07-E3
07-E4	20211229	G20211229_07-E4
07-E5	20211229	G20211229_07-E5
07-E6	20211229	G20211229_07-E6
07-E8	20211229	G20211229_07-E8
07-E9	20211229	G20211229_07-E9
07-E10	20211229	G20211229_07-E10
07-E11	20211229	G20211229_07-E11
07-E12	20211229	G20211229_07-E12
07-F1	20211229	G20211229_07-F1
07-F2	20211229	G20211229_07-F2
07-F3	20211229	G20211229_07-F3
07-F4	20211229	G20211229_07-F4
07-F5	20211229	G20211229_07-F5
07-F6	20211229	G20211229_07-F6
07-F7	20211229	G20211229_07-F7
07-F8	20211229	G20211229_07-F8
07-F9	20211229	G20211229_07-F9
07-F10	20211229	G20211229_07-F10
07-F11	20211229	G20211229_07-F11
07-F12	20211229	G20211229_07-F12
07-G1	20211229	G20211229_07-G1
07-G3	20211229	G20211229_07-G3
07-G4	20211229	G20211229_07-G4
07-G5	20211229	G20211229_07-G5
07-G6	20211229	G20211229_07-G6
07-G7	20211229	G20211229_07-G7
07-G8	20211229	G20211229_07-G8
07-G9	20211229	G20211229_07-G9
07-G10	20211229	G20211229_07-G10
07-G11	20211229	G20211229_07-G11
07-G12	20211229	G20211229_07-G12
07-H1	20211229	G20211229_07-H1
07-H2	20211229	G20211229_07-H2
07-H3	20211229	G20211229_07-H3
07-H4	20211229	G20211229_07-H4
07-H5	20211229	G20211229_07-H5
07-H6	20211229	G20211229_07-H6
07-H7	20211229	G20211229_07-H7
07-H8	20211229	G20211229_07-H8
07-H9	20211229	G20211229_07-H9
07-H10	20211229	G20211229_07-H10
07-H11	20211229	G20211229_07-H11
08-A1	20211229	G20211229_08-A1
08-A2	20211229	G20211229_08-A2
08-A3	20211229	G20211229_08-A3
08-A4	20211229	G20211229_08-A4
08-A5	20211229	G20211229_08-A5
08-A6	20211229	G20211229_08-A6
08-A7	20211229	G20211229_08-A7
08-A8	20211229	G20211229_08-A8
08-A9	20211229	G20211229_08-A9
08-A10	20211229	G20211229_08-A10
08-A12	20211229	G20211229_08-A12
08-B1	20211229	G20211229_08-B1
08-B2	20211229	G20211229_08-B2
08-B3	20211229	G20211229_08-B3
08-B4	20211229	G20211229_08-B4
08-B5	20211229	G20211229_08-B5
08-B6	20211229	G20211229_08-B6
08-B7	20211229	G20211229_08-B7
08-B8	20211229	G20211229_08-B8
08-B9	20211229	G20211229_08-B9
08-B10	20211229	G20211229_08-B10
08-B11	20211229	G20211229_08-B11
08-C1	20211229	G20211229_08-C1
08-C2	20211229	G20211229_08-C2
08-C3	20211229	G20211229_08-C3
08-C4	20211229	G20211229_08-C4
08-C5	20211229	G20211229_08-C5
08-C6	20211229	G20211229_08-C6
08-C7	20211229	G20211229_08-C7
08-C8	20211229	G20211229_08-C8
08-C9	20211229	G20211229_08-C9
08-C10	20211229	G20211229_08-C10
08-C11	20211229	G20211229_08-C11
08-D1	20211229	G20211229_08-D1
08-D2	20211229	G20211229_08-D2
08-D3	20211229	G20211229_08-D3
08-D4	20211229	G20211229_08-D4
08-D5	20211229	G20211229_08-D5
08-D6	20211229	G20211229_08-D6
08-D7	20211229	G20211229_08-D7
08-D8	20211229	G20211229_08-D8
08-D9	20211229	G20211229_08-D9
08-D10	20211229	G20211229_08-D10
08-D11	20211229	G20211229_08-D11
08-E2	20211229	G20211229_08-E2
08-E3	20211229	G20211229_08-E3
08-E4	20211229	G20211229_08-E4
08-E5	20211229	G20211229_08-E5
08-E6	20211229	G20211229_08-E6
08-E7	20211229	G20211229_08-E7
08-E8	20211229	G20211229_08-E8
08-E9	20211229	G20211229_08-E9
08-F1	20211229	G20211229_08-F1
08-F2	20211229	G20211229_08-F2
08-F3	20211229	G20211229_08-F3
08-F4	20211229	G20211229_08-F4
08-F5	20211229	G20211229_08-F5
08-F6	20211229	G20211229_08-F6
08-F7	20211229	G20211229_08-F7
08-F8	20211229	G20211229_08-F8
08-F9	20211229	G20211229_08-F9
08-F10	20211229	G20211229_08-F10
08-G1	20211229	G20211229_08-G1
08-G2	20211229	G20211229_08-G2
08-G3	20211229	G20211229_08-G3
08-G4	20211229	G20211229_08-G4
08-G5	20211229	G20211229_08-G5
08-G6	20211229	G20211229_08-G6
08-G8	20211229	G20211229_08-G8
08-G9	20211229	G20211229_08-G9
08-G10	20211229	G20211229_08-G10
08-G11	20211229	G20211229_08-G11
08-G12	20211229	G20211229_08-G12
08-H1	20211229	G20211229_08-H1
08-H2	20211229	G20211229_08-H2
08-H3	20211229	G20211229_08-H3
08-H5	20211229	G20211229_08-H5
08-H8	20211229	G20211229_08-H8
08-H9	20211229	G20211229_08-H9
08-H10	20211229	G20211229_08-H10
08-H11	20211229	G20211229_08-H11
08-H12	20211229	G20211229_08-H12
09-A1	20211229	G20211229_09-A1
09-A2	20211229	G20211229_09-A2
09-A3	20211229	G20211229_09-A3
09-A4	20211229	G20211229_09-A4
09-A5	20211229	G20211229_09-A5
09-A6	20211229	G20211229_09-A6
09-A7	20211229	G20211229_09-A7
09-A8	20211229	G20211229_09-A8
09-A9	20211229	G20211229_09-A9
09-A11	20211229	G20211229_09-A11
09-A12	20211229	G20211229_09-A12
09-B1	20211229	G20211229_09-B1
09-B2	20211229	G20211229_09-B2
09-B3	20211229	G20211229_09-B3
09-B4	20211229	G20211229_09-B4
09-B5	20211229	G20211229_09-B5
09-B6	20211229	G20211229_09-B6
09-B7	20211229	G20211229_09-B7
09-B8	20211229	G20211229_09-B8
09-B9	20211229	G20211229_09-B9
09-B10	20211229	G20211229_09-B10
09-B11	20211229	G20211229_09-B11
09-C1	20211229	G20211229_09-C1
09-C2	20211229	G20211229_09-C2
09-C3	20211229	G20211229_09-C3
09-C4	20211229	G20211229_09-C4
09-C5	20211229	G20211229_09-C5
